bk	1390777
njdcy	1158967
lyg	1160106
coin	1679788
nem	1164727
ftnt	1262039
vod	839923
aig	5272
panw	1327567
tri	1075124
mpc	1510295
adsk	769397
sq	1512673
nxpi	1413447
itub	1132597
ifnny	1107457
cnc	1071739
xlnx	743988
bce	718940
tel	1385157
jci	833444
iqv	1478242
tak	1395064
spg	1063761
dg	29534
ctsh	1058290
bcs	312069
rop	882835
dell	1571996
bsbr	1471055
snps	883241
pru	1137774
gld	1222333
dow	1751788
orly	898173
aph	820313
abev	1565025
puk	1116578
kmb	55785
mraay	1450468
stz	16918
msci	1408198
cmg	1058090
su	311337
mnst	865752
info	1598014
lhx	202058
idxx	874716
ntr	1725964
aep	4904
sre	1032208
bbva	842180
afl	4977
bax	10456
payx	723531
adm	7084
gpn	1123360
lcid	1811210
khc	1637459
syy	96021
hsy	47111
trv	86312
zm	1585521
wba	1618921
eric	717826
mfc	1086888
crwd	1535527
hlt	1585689
bntx	1776985
a	1090872
mck	927653
exc	1109357
dd	1666700
gis	40704
lulu	1397187
psx	1534701
dxcm	1093557
hpq	47217
azo	866787
algn	1097149
oxy	797468
stm	932787
wit	1123799
kmi	1506307
danoy	1048515
mchp	827054
cpng	1834584
cdns	813672
carr	1783180
apo	1858681
nu	1691493
ttd	1671933
ctas	723254
crh	849395
bbd	1160330
dlr	1297996
rblx	1315098
ph	76334
nio	1736541
zs	1713683
o	726728
rsg	1060391
ea	712515
nwg	844150
vlo	1035002
alc	1167379
wmb	107263
ctva	1755672
anet	1596532
dnbby	1498632
net	1477333
sivb	719739
gold	756894
kkr	1404912
dvn	1090012
ebay	1065088
msi	68505
lgfry	1554394
dfs	1393612
mfg	1335730
stt	93751
aptv	1521332
expgy	1376891
tt	1466258
codyy	1012037
xel	72903
yum	1041061
glw	24741
ppg	79879
tsn	100493
rmd	943819
all	899051
tdg	1260221
veev	1393052
well	766704
lvs	1300514
iau	1278680
mplx	1552000
iff	51253
twlo	1447669
kr	56873
amp	820027
odfl	878927
cbre	1138118
hcmly	948696
sbac	1034054
xpev	1810997
lyb	1489393
nue	73309
otis	1781335
tu	868675
avb	915912
cht	1132924
peg	788784
rost	745732
arzgy	1379235
fitb	35527
trow	1113169
db	1159508
mtd	1037646
et	1276187
ferg	1832433
dash	1792789
u	1810806
eqr	906107
oran	1038143
ajg	354190
pcar	75362
slf	1097362
cve	1475260
mtch	891103
wcn	1318220
cmi	26172
biib	875045
bf-a	14693
nok	924613
imo	49938
rok	1024478
wy	106535
vrsk	1442145
ec	1444406
spot	1639920
dltr	935703
frc	1132979
tscdy	885834
caixy	1535628
lng	3570
ibkr	1381197
ame	1037868
keys	1601046
tlk	1001807
dhi	882184
hal	45012
bll	9389
fast	815556
okta	1660134
clpby	1294325
ed	1047862
hes	4447
poahy	1450346
phg	313216
mgddy	896076
abc	1140859
gwlif	850918
expe	1324424
ckhuy	1637120
li	1791706
wst	105770
es	72741
ndaq	1120193
cprt	900075
wec	783325
are	1035443
oke	1039684
twtr	1418091
rweoy	939380
mdb	1441816
gfs	1709048
tef	814052
dia	1041130
mt	1243429
anss	1013462
len	920760
fmx	1061736
ryaay	1038683
efx	33185
fnv	1456346
awk	1410636
dal	27904
alb	915913
luv	92380
mkc	63754
cern	804753
wtw	1140536
mdy	936958
swk	93556
lbrda	1611983
lh	920148
exr	1289490
pltr	1321655
app	1751008
ccep	1650107
baesy	895564
rci	733099
csgp	1057352
lyv	1335258
hrl	48465
anyyy	1700171
hubs	1404655
ccl	815097
ntrs	73124
caj	16988
on	1097864
vwdry	1330306
bkr	1701605
pcg	1004980
zto	1677250
cabhf	1436647
cvna	1690820
ppery	1461748
tsco	916365
invh	1687229
siri	908937
vmc	1396009
ix	1070304
ttm	926042
fang	1539838
chd	313927
key	91576
rkt	1805284
hig	874766
wegzy	1445166
bill	1786352
zbh	1136869
maa	912595
cdw	1402057
docu	1261333
sauhy	1451279
stx	1137789
bby	764478
epam	1352010
gww	277135
cuk	1125259
syf	1601712
umc	1033767
foxa	1754301
vfc	103379
cqp	1383650
vrsn	1014473
it	749251
imbby	1072670
grmn	1121788
fe	1031296
rf	1281761
mlm	916076
zbra	877212
viac	813828
hban	49196
mtb	36270
ftv	1659166
cfg	759944
dov	29905
ste	1757898
rjf	720005
sgen	1060736
eix	827052
pki	31791
mga	749098
uri	1067701
dte	936340
zi	1794515
hpe	1645590
sui	912593
aee	1002910
avtr	1722482
grab	1855612
roku	1428439
swks	4127
fts	1666175
hznp	1492426
yumc	1673358
gmab	1434265
cnhi	1567094
clr	732834
k	55067
chwy	1766502
ir	1699150
ppl	922224
bgne	1651308
cs	1159510
rcl	884887
mgm	789570
iclr	1060955
etr	65984
kb	1445930
dre	783280
payc	1590955
ess	920522
sbny	1288784
gib	1061574
vtr	740260
pfg	1126328
flt	1175454
jbht	728535
ntap	1002047
ttwo	946581
wmg	1319161
tdy	1094285
enph	1463101
wat	1000697
path	1734722
ctra	858470
ulta	1403568
mpwr	1280452
cinf	20286
tru	1552033
coo	711404
ssnc	1402436
tw	1758730
teck	886986
didi	1764757
tyl	860731
fms	1333141
wpm	1323404
bro	79282
bio	12208
xp	1787425
bip	1406234
wpp	806968
lsxma	1560385
dri	940944
tcom	1269238
ter	97210
sqm	909037
bxp	1037540
pkx	889132
vtrs	1792044
zshgy	1495686
elp	1041792
cms	811156
splk	1353283
pba	1546066
expd	746515
qsr	1618756
holx	859737
akam	1086222
gpc	40987
alny	1178670
ip	51434
omc	29989
znh	1041668
pubgy	1050952
acgl	947484
etsy	1370637
czr	1590895
pool	945841
amcr	1748790
vici	1705696
moh	1179929
nuan	1002517
clx	21076
ach	1161611
hei	46619
kmx	1170010
nvr	906163
shg	1263043
peak	765880
snmry	1437771
nlok	849399
gnrc	1474735
mos	1285785
mro	101778
agr	1634997
cnp	1130310
tsgty	939383
xm	1747748
rprx	1802768
cag	23217
podd	1145197
udr	74208
chkp	1015922
ctlt	1596783
mkl	1096343
cpt	906345
ce	1306830
entg	1101302
br	1383312
cg	1527166
ally	40729
wdc	106040
crl	1100682
bmrn	1048477
trmb	864749
nice	1003935
pins	1506293
dish	1001082
cf	1324404
tech	842023
wab	943452
emn	915389
dgx	1022079
xyl	1524472
viv	1066119
yndx	1513845
wrb	11544
prdsy	1527249
ts	1190723
j	52988
dpz	1286681
lkq	1065696
ceg	1868275
l	60086
rng	1384905
atasy	1437775
asx	1122411
fds	1013237
ben	38777
txt	217346
burl	1579298
ptaiy	1455967
w	1616707
ual	100517
iep	813762
gshn	1639327
avy	8818
lbtya	1570585
aer	1378789
cflt	1699838
rol	84839
jhx	1159152
tfx	96943
lpla	1397911
fmc	37785
cck	1219601
ui	1511737
argx	1697862
sjm	91419
cah	721371
bbwi	701985
suz	909327
kim	879101
incy	879169
disca	1437107
hwm	4281
trgp	1389170
sjr	932872
cea	1030475
kkpny	1001474
evrg	1711269
htht	1483994
oaofy	1058255
iex	832101
lnt	352541
mktx	1278021
aes	874761
nmr	1163653
snn	845982
bg	1144519
lu	1816007
pwr	1050915
els	895417
wpc	1025378
ato	731802
fico	814547
zen	1463172
mas	62996
pkg	75677
qrvo	1604778
eqh	1333986
zg	1617640
tost	1650164
vivhy	1127055
aap	1158449
ssl	314590
exas	1124140
fnf	1331875
ipg	51644
aa	1675149
frfhf	915191
ares	1176948
lyft	1759509
rhi	315213
bili	1723690
bz	1842827
ptc	857005
nwsa	1564708
bntgy	1533945
abmd	815094
lnvgy	932477
gddy	1609711
cpb	16732
aci	1646972
wlk	1262823
lnc	59558
logi	1032975
olpx	1868726
rkuny	1294591
sedg	1419612
bldr	1316835
afrm	1820953
has	46080
amh	1562401
cma	28412
mpw	1287865
jxhly	1487533
hst	1070750
slvyy	930826
irm	1020569
cna	21175
cboe	1374310
masi	937556
ewbc	1069157
ihg	858446
jll	1037976
ctxs	877890
ndsn	72331
icl	941221
ldos	1336920
hcp	1720671
jkhy	779152
cchgy	1558633
enia	912505
dt	1773383
morn	1289419
plug	1093691
bap	1001290
wrk	1732845
kep	887225
kkoyy	1436794
aem	2809
phm	822416
elan	1739104
fbhs	1519751
ggg	42888
stld	1022671
swmay	1011218
s	1583708
otex	1002638
ffiv	1048695
csl	790051
emraf	1127248
iac	1800227
whr	106640
xray	818479
apa	1841666
tdoc	1477449
cone	1553023
chrw	1043277
re	1095073
afg	1042046
wtrg	78128
sbsw	1786909
asan	1477720
zion	109380
pton	1639825
reg	910606
aal	6201
dva	927066
aos	91142
gdrx	1809519
aeg	769218
ni	1111711
fnd	1507079
wsm	719955
kof	910631
lamr	1090425
cgnx	851205
uhal	4457
bsy	1031308
sna	91440
pcty	1591698
wes	1423902
hood	1783879
ovv	1792580
wolf	895419
cube	1298675
jnpr	1043604
rpm	110621
alsmy	1062066
clvt	1764046
qgen	1015820
mtn	812011
lsi	944314
cday	1725057
glpi	1575965
tap	24545
ndvly	800928
aseky	1450206
h	1468174
tpr	1116132
nly	1043219
alle	1579241
lnegy	1437041
uhs	352915
midd	769520
gl	320335
wynn	1174922
wfg	1402388
dscsy	1671750
rexr	1571283
bch	1161125
docs	1516513
hsic	1000228
dar	916540
psxp	1572910
ivz	914208
vst	1692819
rrx	82811
psmmy	1439580
grfs	1438569
cnxc	1803599
iot	1642896
rgen	730272
gtlb	1653482
tme	1744676
jpxgy	1600520
bwa	908255
sci	89089
txg	1770787
brkr	1109354
nwl	814453
bki	1627014
gfl	1780232
lumn	18926
ptbry	1504122
glob	1557860
gfi	1172724
acm	868857
mmp	1126975
znga	1439404
car	723612
wso	105016
mdiby	1379481
wal	1212545
cpri	1530721
ttc	737758
rs	861884
arcc	1287750
ebr	1439124
skm	1015650
accyy	1049183
bah	1443646
hubb	48898
tfii	1588823
sofi	1818874
dox	1062579
cien	936395
remyy	1552653
trex	1069878
snx	1177394
mhk	851968
coup	1385867
nrg	1013871
fhn	36966
pnr	77360
erie	922621
dks	1089063
lw	1679273
amc	1411579
lii	1069202
lad	1023128
dlo	1846832
agco	880266
mndy	1845338
lea	842162
axon	1069183
gxo	1852244
gme	1326380
dkng	1772757
clf	764065
glpey	1385535
five	1177609
see	1012100
dbx	1467623
teva	818686
aqn	1174169
ymm	1838413
azpn	929940
synh	1610950
frt	34903
rdy	1135951
bep	1533232
dseey	1481045
cabo	1632127
dxc	1688568
cfr	39263
bsac	1027552
armk	1584509
jef	96223
aiz	1267238
dqjcy	1446597
uelmo	100826
htz	1657853
y	775368
knx	1492691
uthr	1082554
wf	1264136
ggb	1073404
cms-pb	201533
levi	94845
bhc	885590
grub	1792627
pbct	1378946
oc	1370946
rl	1037038
nclh	1513761
nvei	1765159
pcor	1611052
fivn	1288847
st	1477294
ccj	1009001
bhvn	1689813
avlr	1348036
ogn	1821825
rh	1528849
thc	70318
cbsh	22356
jbl	898293
jazz	1232524
hnp	929058
gds	1526125
arw	7536
bj	1531152
eqt	33213
alv	1034670
tpl	1811074
au	1067428
oukpy	1436786
onon	1858985
agl	1831097
wsc	1647088
mat	63276
chdn	20212
pen	1321732
bsmx	1698287
g	1398659
estc	1707753
nvcr	1645113
usfd	1665918
monoy	1583055
bery	1378992
deck	910521
syna	817720
zim	1654126
edr	1766363
stor	1538990
tx	1342874
seic	350894
wms	1604028
prymy	1437672
penn	921738
manh	1056696
chh	1046311
cx	1076378
dnb	1799208
oln	74303
upst	1647639
kss	885639
sf	720672
airc	1820877
pfgc	1618673
bak	1071438
ori	74260
wh	1722684
nbix	914475
ugi	884614
chk	895126
dna	1830214
ttek	831641
cib	1071371
mksi	1049502
flex	866374
hun	1307954
hllgy	1674534
pega	1013857
vrt	1674101
vno	899689
bfam	1437578
gwre	1528396
dava	1656081
krc	1025996
ipgp	1111928
cacc	885550
cae	1173382
egp	49600
csan	1430162
smar	1366561
uso	1327068
byd	906553
voya	1535929
wu	1365135
isday	1224306
miufy	1447113
osk	775158
pnw	764622
site	1650729
lscc	855658
tpx	1206264
faf	1472787
smg	825542
pstg	1474432
wex	1309108
plnt	1637207
paa	1070423
dlb	1308547
bmrry	1671235
rga	898174
eslt	1027664
snv	18349
fr	921825
uaa	1336917
xpo	1166003
phi	78150
coty	1024305
m	794367
pac	1347557
bncdy	1667075
nvst	1757073
gil	1061894
cold	1455863
pnfp	1115055
pag	1019849
atr	896622
nnn	751364
brx	1581068
bld	1633931
fcnca	798941
slv	1330568
itt	216228
leco	59527
tndm	1438133
hli	1302215
eeft	1029199
stwd	1465128
bpop	763901
agnc	1423689
fslr	1274494
hii	1501585
bc	14930
skx	1065837
oge	1021635
wb	1595761
pii	931015
nxst	1142417
pltk	1828016
slfpy	1370418
che	19584
gh	1576280
ftch	1740915
wwd	108312
sid	1049659
gntx	355811
kgc	701818
infa	1868778
uwmc	1783398
bokf	875357
alk	766421
mp	1801368
rgld	85535
iivi	820318
rnr	913144
stag	1479094
ubsfy	1446702
vac	1524358
gmed	1237831
rcm	1472595
acc	1283630
asnd	1612042
srpt	873303
saia	1177702
nyt	71691
tixt	1825155
twks	1866550
pb	1068851
ppc	802481
ohi	888491
fybr	20520
an	350698
pvh	78239
plan	1540755
is	1837430
nvax	1000694
lite	1633978
ntla	1652130
hta	1360604
omf	1584207
vlpny	1378984
casy	726958
ffin	36029
nov	1021860
atus	1702780
futu	1754581
qs	1811414
fsv	1637810
oled	1005284
post	1530950
wix	1576789
mtz	15615
vips	1529192
pso	938323
dci	29644
cigi	913353
mbt	1115837
ntra	1604821
asr	1123452
aemmy	1437776
dcp	1338065
jsgry	1442656
tol	794170
nlsn	1492633
cohr	21510
axta	1616862
dooo	1748797
hog	793952
x	1163302
kt	892450
ayi	1144215
timb	1826168
chng	1756497
rba	1046102
azta	933974
ar	1433270
ehc	785161
txrh	1289460
bkgfy	1447137
cfx	1420800
docn	1582961
medp	1668397
colm	1050797
shc	1822479
hfc	48039
furcf	1559444
open	1801169
fsk	1422183
adt	1703056
lfus	889331
swch	1710583
wcc	929008
insp	1609550
kbr	1357615
legn	1801198
ozk	1569650
cybr	1598110
pacw	1102112
eme	105634
ntco	1776967
cade	1299939
ssb	764038
cccs	1818201
tv	912892
hgv	1674168
reyn	1786431
pri	1475922
aval	1504764
dsgx	1050140
sgms	750004
slab	1038074
mgp	1656936
curlf	1756770
igt	1619762
lpx	60519
bepc	1791863
unm	5513
caci	16058
cr	25445
nep	1603145
gps	39911
mq	1522540
man	871763
aur	1828108
ambp	1845097
exel	939767
stn	1131383
lysdy	1444327
orcc	1655888
lstr	853816
flo	1128928
wtfc	1015328
wk	1445305
lpl	1290109
brze	1676238
slm	1032033
amg	1004434
ingr	1046257
gbci	868671
vvv	1674910
crox	1334036
arna	1080709
jhg	1274173
exp	918646
esi	1590714
vly	714310
shi	908732
ksryy	1668501
glbe	1835963
yeti	1670592
ntnx	1618732
pdce	77877
pags	1712807
cuz	25232
mrtx	1576263
nvt	1720635
src	1308606
gpk	1408075
asgn	890564
obmp	1362703
nfg	70145
rpd	1560327
iart	917520
wbs	801337
ncr	70866
mdu	67716
tnet	937098
evo	1412558
son	91767
lazr	1758057
zlab	1704292
dei	1364250
we	1813756
vsco	1856437
rrc	315852
rlx	1828365
tdc	816761
nsa	1618563
ash	1674862
coke	317540
srcl	861878
nycb	910073
hbi	1359841
shlx	1610466
swav	1642545
msa	66570
ryn	52827
cw	26324
ida	1057877
mur	717423
irt	1466085
sam	949870
mime	1644675
arwr	879407
tenb	1660280
tho	730263
hhc	1498828
ccoey	1551467
nati	935494
trno	1476150
vg	1272830
adrzy	1436467
aqua	1604643
bxmt	1061630
algm	866291
foxf	1424929
spr	1364885
mtdr	1520006
amba	1280263
bmbl	1830043
tmx	1428875
ccmp	1102934
slg	1040971
dtm	1842022
woof	1826470
clh	822818
seas	1564902
mtg	876437
roll	1324948
fcn	887936
amkr	1047127
atkr	1666138
cdk	1609702
rog	84748
powi	833640
leg	58492
chffy	1601994
anat	1801075
tnl	1361658
mlco	1381640
wen	30697
esnt	1448893
mituy	1446420
ssd	920371
bxsl	1736035
prgo	1585364
tkr	98362
paas	771992
drvn	1804745
mxchy	1435969
umbf	101382
phys	1477049
thg	944695
rare	1515673
bipc	1788348
nrz	1556593
apg	1796209
zd	1084048
cwk	1628369
hele	916789
tcnnf	1754195
swn	7332
alit	1809104
ubsi	729986
esgr	1363829
unvr	1494319
cc	1627223
mcw	1853513
novt	1076930
am	1623925
grp-un	1564538
ab	825313
rhp	1040829
frsh	1544522
hlf	1180262
dds	28917
jblu	1158463
amn	1142750
bpmc	1597264
avnt	1122976
halo	1159036
iaa	1745041
evr	1360901
hqy	1428336
nfe	1749723
tfsl	1381668
altr	1701732
axs	1214816
azihy	1533475
wts	795403
apps	317788
krg	1286043
saic	1571123
newr	1448056
ampl	1866692
ufpi	912767
mcfe	1783317
run	1469367
sbs	1170858
icui	883984
al	1487712
hwc	750577
roiv	1635088
slgn	849869
dufry	1546354
atc	1762459
mms	1032220
crus	772406
wd	1497770
achc	1520697
hcm	1648257
vnt	1786842
cig	1157557
ions	874015
osh	1564406
tgna	39899
sndr	1692063
owl	1823945
gtbif	1795139
azek	1782754
sfbs	1430723
mstr	1050446
por	784977
sigi	230557
musa	1573516
umpq	1077771
chx	1723089
nomd	1651717
wing	1636222
bhf	1685040
seb	88121
pycr	1839439
pinc	1577916
four	1794669
ncno	1902733
hgty	1840776
vmi	102729
awi	7431
crsp	1674416
amed	896262
spsc	1092699
irdm	1418819
hxl	717605
sm	893538
iipr	1677576
he	354707
stvn	1849853
cere	1805387
apls	1492422
bl	1666134
adc	917251
hr	899749
rli	84246
qlys	1107843
civi	1509589
mndt	1370880
pk	1617406
chpt	1777393
expo	851520
bcpc	9326
chgg	1364954
gt	42582
mxl	1288469
hri	1364479
msm	1003078
smtc	88941
lspd	1823306
crct	1828962
psb	866368
fl	850209
hiw	921082
enlc	1592000
vicr	751978
gtes	1718512
vrns	1361113
fnb	37808
sqsp	1496963
opch	1014739
lxp	910108
lanc	57515
otly	1843586
cmc	22444
knsl	1669162
sgry	1638833
rklb	1819994
angi	1705110
itci	1567514
rvlv	1746618
onto	704532
ensg	1125376
hrb	12659
krnt	1625791
beam	1745999
ryan	1849253
eva	1592057
dv	1819928
glpg	1421876
rdn	890926
sig	832988
gtls	892553
dbrg	1679688
ely	837465
dnli	1714899
cert	1827090
bkh	1130464
tmbby	1531740
celh	1341766
isbc	1594012
expi	1495932
adnt	1670541
auy	1264089
msgs	1636519
egfey	1437178
fizz	69891
fls	30625
wwe	1091907
pzza	901491
bcucy	1581285
vir	1706431
bzzuy	1437774
jbt	1433660
acad	1070494
trtn	1660734
tcn	1584425
ozon	1822829
wns	1356570
appf	1433195
btg	1429937
frpt	1611647
trq	1158041
hayw	1834622
sum	1621563
sky	90896
nea	1195737
safm	812128
cnmd	816956
alsn	1411207
carg	1494259
bwxt	1486957
knbe	1664998
sitm	1451809
mtsi	1493594
jamf	1721947
ago	1273813
swx	1692115
virt	1592386
bb	1070235
diod	29002
ogs	1587732
indb	776901
avt	8858
exls	1297989
arvn	1655759
ihs	1876183
qdel	353569
lhcg	1303313
laz	1311370
cef	1726122
jxn	1822993
psth	1811882
aciw	935036
viav	912093
msp	1724570
ocdx	1828443
trip	1526520
r	85961
vne	1733186
abcm	1492074
sim	887153
cbt	16040
ael	1039828
box	1372612
srad	1836470
ebc	1810546
livn	1639691
stne	1745431
appn	1441683
mgy	1698990
cri	1060822
cpg	1545851
irdey	1530256
homb	1331520
cns	1284812
pegry	1455633
neog	711377
cgc	1737927
becn	1124941
cbu	723188
taipy	1716957
fele	38725
spt	1517375
atco	1794846
njr	356309
spb	109177
bku	1504008
aple	1418121
ucbi	857855
pnm	1108426
cwst	911177
doc	1574540
aeo	919012
kex	56047
meoh	886977
dnp	806628
nari	1531048
frhc	924805
six	701374
bynd	1655210
peco	1476204
xrx	1770450
asb	7789
lesl	1821806
pch	1338749
fhb	36377
yy	1530238
alks	1520262
mrvi	1823239
ssrm	921638
abg	1144980
hypmy	1486749
env	1337619
ora	1296445
fn	1408710
ifs	1615903
lthm	1742924
uilcy	1449580
coop	933136
pgny	1551306
ful	39368
cwen	1567683
sail	1627857
sfrgy	1571549
ppbi	1028918
athm	1527636
caty	861842
cpa	1345105
hp	46765
hpp	1482512
tsem	928876
out	1579877
albky	902102
trup	1371285
kfy	56679
safe	1688852
ait	109563
wrby	1504776
czoo	1859639
matx	3453
irtc	1388658
sun	1552275
nmrk	1690680
bnl	1424182
staa	718937
zws	1439288
gatx	40211
fate	1434316
act	1823529
pfsi	1745916
qtwo	1410384
flow	1641991
inmd	1742692
esmt	1863105
bbu	1654795
cnm	1856525
tmhc	1562476
ay	1601072
si	1312109
cixx	1829948
jbgs	1689796
ttec	1013880
fcfs	840489
ads	1101215
nsp	1000753
gshd	1726978
shmay	1555379
mc	1596967
boh	46195
duol	1562088
ayx	1689923
kwr	81362
abcb	351569
tsp	1823593
alrm	1459200
fun	811532
rezi	1740332
cvt	1827075
pwsc	1835681
pslv	1494728
pay	1841156
smpl	1702744
sono	1314727
crc	1609253
trox	1530804
jwn	72333
vrnt	1166388
kd	1867072
blkb	1280058
den	945764
wsfs	828944
hain	910406
cpe	928022
tcbi	1077428
mac	912242
mth	833079
fsr	1720990
hi	1417398
calx	1406666
shoo	913241
bco	78890
cytk	1061983
bpxxy	1567024
focs	1651052
tuya	1829118
iq	1722608
tlry	1731348
sxt	310142
kbh	795266
wbt	1650962
unf	717954
sr	1126956
hasi	1561894
dsey	1831617
cnx	1070412
brp	1781755
comp	1563190
nsit	932696
lac	1440972
arnc	1790982
mant	892537
etrn	1747009
mli	89439
prft	1085869
sfm	1575515
epr	1045450
sfnc	90498
fsly	1517413
nvg	1090116
ibtx	1564618
nad	1083839
upwk	1627475
cvac	1809122
neu	1282637
ax	1299709
inst	1841804
ale	66756
qfin	1741530
golf	1672013
kmpr	860748
psec	1287032
sstk	1549346
ionq	1824920
ameh	1083446
mmsi	856982
aso	1817358
lz	1286139
sitc	894315
cwan	1866368
cvbf	354647
nvmi	1109345
bcrx	882796
krtx	1771917
psn	275880
wtm	776867
awr	1056903
eqc	803649
asai	1834048
nkla	1731289
nwe	73088
figs	1846576
lfst	1845257
cno	1224608
lth	1869198
klic	56978
eye	1710155
cim	1409493
sem	1320414
rdfn	1382821
ajrd	40888
rrr	1653653
dct	1160951
bcc	1328581
ibp	1580905
jobs	1295484
fhi	1056288
omi	75252
fix	1035983
form	1039399
lope	1434588
task	1829864
algt	1362468
val	314808
kw	1408100
lcii	763744
ccoi	1158324
fti	1681459
evtc	1559865
cwt	1035201
aeis	927003
eprt	1728951
onb	707179
flyw	1580560
aaon	824142
gpi	1031203
vsat	797721
erf	1126874
mdc	773141
nni	1258602
aub	883948
ccu	888746
ulcc	1670076
ipar	822663
ava	104918
aimc	1374535
ati	1018963
dwac	1849635
fbp	1057706
ken	1611005
ftdr	1727263
jteky	1446661
ptct	1070081
tkc	1071321
aatp	1713210
dan	26780
peb	1474098
cvlt	1169561
ugp	1094972
flr	1124198
webr	1857951
mrcy	1049521
atrc	1323885
hae	313143
sabr	1597033
navi	1593538
pbh	1295947
sbra	1492298
mnso	1815846
bmi	9092
hlne	1433642
tex	97216
be	1664703
fvrr	1762301
fult	700564
wdfc	105132
ghc	104889
ens	1289308
main	1396440
lkncy	1767582
cbrl	1067294
kod	1468748
lgih	1580670
trn	99780
sg	1477815
whd	1699136
ramp	733269
hl	719413
wern	793074
mcy	64996
jjsf	785956
twnk	1644406
ias	1842718
lgf-a	929351
ihrt	1400891
pd	1568100
joby	1819848
exg	1379438
vsbc	1697884
rmbs	917273
ofc	860546
mlkn	66382
shak	1620533
brfs	1122491
dorm	868780
ag	1308648
goos	1690511
vsh	103730
save	1498710
omab	1378239
thrm	903129
dq	1477641
vet	1293135
ain	819793
pcrx	1396814
olli	1639300
joe	745308
tac	1144800
agi	1178819
colb	887343
wll	1255474
crvl	874866
jw-a	107140
swtx	1773427
thnpy	1792045
ssu	1869858
spwr	867773
ee	1888447
etwo	1800347
twst	1581280
neo	1077183
mmyt	1495153
abm	771497
cxm	1569345
iijiy	1090633
cour	1651562
mara	1507605
insm	1104506
tigo	912958
bldp	1453015
wor	108516
vcra	1129260
hubg	940942
qrtea	1355096
pten	889900
urbn	912615
csq	1275214
sji	91928
kmt	55242
gef	43920
iboc	315709
ktb	1760965
fwrd	912728
oas	1486159
unit	1620280
abcl	1703057
rnw	1848763
sblk	1386716
gbdc	1476765
